2025-05-04 14:08:53,391 [1292] [Thread-15] WARN  ExcelReportManager.(ExcelReportManager.java:148) | [[D:\allprojects\java-projects\webautomationframework_java\test_scripts\chrome\QS002_testscript.xlsx, The 1th keyword must be 'tc_id', Skipped], [D:\allprojects\java-projects\webautomationframework_java\test_scripts\edge\QS001_testscript.xlsx, The 1th keyword must be 'tc_id', Skipped]]
2025-05-04 14:08:53,436 [1292] [Thread-15] ERROR ExecutionManager.(ExecutionManager.java:1000) | Error processing Excel file: The 1th keyword must be 'tc_id'
2025-05-04 14:08:53,436 [1292] [Thread-15] ERROR ExecutionManager.(ExecutionManager.java:390) | Error during test execution: Error processing test script file.
2025-05-04 14:08:53,710 [1292] [Thread-16] INFO  ExecutionManager.(ExecutionManager.java:1210) | Finished recording.
2025-05-04 14:08:53,711 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:306) | Execution and recording completed successfully.
2025-05-04 14:08:53,712 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\edge\~$QS004_demoqa_testscript.xlsx
2025-05-04 14:08:53,713 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\QS001_testscript.xlsx
2025-05-04 14:08:53,713 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:261) | Valid test script found: QS001_testscript.xlsx
2025-05-04 14:08:53,714 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\QS002_testscript.xlsx
2025-05-04 14:08:53,714 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:261) | Valid test script found: QS002_testscript.xlsx
2025-05-04 14:08:53,714 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\QS003_testscript.xlsx
2025-05-04 14:08:53,715 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:261) | Valid test script found: QS003_testscript.xlsx
2025-05-04 14:08:53,715 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\QS004_demoqa_testscript.xlsx
2025-05-04 14:08:53,715 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:261) | Valid test script found: QS004_demoqa_testscript.xlsx
2025-05-04 14:08:53,715 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\QS006_demoqa_testscript.xlsx
2025-05-04 14:08:53,716 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:261) | Valid test script found: QS006_demoqa_testscript.xlsx
2025-05-04 14:08:53,716 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\tc003_testscript1 (2).xlsx
2025-05-04 14:08:53,716 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_chrome\tc003_testscript1.xlsx
2025-05-04 14:08:53,717 [1292] [com.waf.Runner.main()] INFO  ExecutionManager.(ExecutionManager.java:258) | Processing file: D:\allprojects\java-projects\webautomationframework_java\test_scripts\grid_edge\QS001_testscript.xlsx
